#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DDX17	TP53	1858423	1846083	9606.ENSP00000380033	9606.ENSP00000269305	0	0	0	0	0	0.374	0	0.305	0.547
DDX21	SRSF7	1853016	1850781	9606.ENSP00000346120	9606.ENSP00000325905	0	0	0	0	0.161	0.439	0	0.112	0.546
PABPC5	EIF4E2	1849027	1844602	9606.ENSP00000308012	9606.ENSP00000258416	0	0	0	0	0.055	0.396	0	0.269	0.546
PABPC4L	EIF4E2	1863758	1844602	9606.ENSP00000462986	9606.ENSP00000258416	0	0	0	0	0.055	0.396	0	0.269	0.546
PABPC1L2B	EIF4E2	1855927	1844602	9606.ENSP00000362621	9606.ENSP00000258416	0	0	0	0	0.055	0.396	0	0.269	0.546
PABPC4	EIF4E2	1855774	1844602	9606.ENSP00000361949	9606.ENSP00000258416	0	0	0	0	0.055	0.396	0	0.269	0.546
EIF4E2	PABPC1L	1844602	1842635	9606.ENSP00000258416	9606.ENSP00000217073	0	0	0	0	0.055	0.396	0	0.269	0.546
PABPC3	EIF4E2	1846735	1844602	9606.ENSP00000281589	9606.ENSP00000258416	0	0	0	0	0.055	0.396	0	0.269	0.546
TP53	TNS1	1846083	1842316	9606.ENSP00000269305	9606.ENSP00000171887	0	0	0	0	0	0.072	0	0.531	0.546
PABPC1L2A	EIF4E2	1855926	1844602	9606.ENSP00000362618	9606.ENSP00000258416	0	0	0	0	0.055	0.396	0	0.269	0.546
JUN	FOXK2	1855436	1851888	9606.ENSP00000360266	9606.ENSP00000335677	0	0	0	0	0	0.094	0	0.519	0.546
STAT3	TLR2	1845584	1844747	9606.ENSP00000264657	9606.ENSP00000260010	0	0	0	0	0.087	0.071	0	0.507	0.546
ORF9	ORF56	10001629	10001587	10335.VP22_VZVD	10335.NP04_VZVD	0	0	0	0	0	0.479	0	0.162	0.545
G3BP2	DDX10	1853895	1849698	9606.ENSP00000352738	9606.ENSP00000314348	0	0	0	0	0.100	0.488	0	0.092	0.545
BAZ1A	HIST1H2BB	1853982	1853610	9606.ENSP00000353458	9606.ENSP00000350580	0	0	0	0	0	0.519	0	0.093	0.545
HRAS	CALM3	1849235	1847279	9606.ENSP00000309845	9606.ENSP00000291295	0	0	0	0	0.046	0.112	0	0.506	0.545
DUSP2	TP53	1847145	1846083	9606.ENSP00000288943	9606.ENSP00000269305	0	0	0	0	0	0.071	0	0.530	0.545
MED1	TP53	1848202	1846083	9606.ENSP00000300651	9606.ENSP00000269305	0	0	0	0	0	0.360	0	0.319	0.545
HRAS	CALM2	1849235	1846243	9606.ENSP00000309845	9606.ENSP00000272298	0	0	0	0	0.046	0.112	0	0.507	0.545
STAT5B	CDK4	1847405	1844551	9606.ENSP00000293328	9606.ENSP00000257904	0	0	0	0	0.055	0.292	0	0.373	0.544
CALM2	EGR1	1846243	1843543	9606.ENSP00000272298	9606.ENSP00000239938	0	0	0	0	0.054	0.100	0	0.507	0.544
JUN	FOXO3	1855436	1852227	9606.ENSP00000360266	9606.ENSP00000339527	0	0	0	0	0	0.137	0	0.493	0.544
CALM3	EGR1	1847279	1843543	9606.ENSP00000291295	9606.ENSP00000239938	0	0	0	0	0.054	0.100	0	0.507	0.544
MED1	TBP	1848202	1843249	9606.ENSP00000300651	9606.ENSP00000230354	0	0	0	0	0.054	0	0	0.537	0.544
SMARCA4	EGFR	1853627	1846445	9606.ENSP00000350720	9606.ENSP00000275493	0	0	0	0	0.053	0	0	0.538	0.544
CDKN1C	EGR1	1860924	1843543	9606.ENSP00000411552	9606.ENSP00000239938	0	0	0	0	0	0	0	0.544	0.544
POU1F1	CREBBP	1852640	1845124	9606.ENSP00000342931	9606.ENSP00000262367	0	0	0	0	0	0.403	0	0.267	0.544
SMARCA4	BPTF	1853627	1848931	9606.ENSP00000350720	9606.ENSP00000307208	0	0	0	0	0.181	0.197	0	0.362	0.543
USF1	EP300	1854711	1845316	9606.ENSP00000356999	9606.ENSP00000263253	0	0	0	0	0	0.331	0	0.344	0.543
ORF9	KIF5A	10001629	1860749	10335.VP22_VZVD	9606.ENSP00000408979	0	0	0	0	0	0	0	0.543	0.543
NUP62CL	NUP62	1855684	1848740	9606.ENSP00000361544	9606.ENSP00000305503	0	0	0	0.927	0	0	0.540	0.135	0.543
ORF9	KIF3C	10001629	1845604	10335.VP22_VZVD	9606.ENSP00000264712	0	0	0	0	0	0	0	0.542	0.543
HDAC2	JUN	1861837	1855436	9606.ENSP00000430432	9606.ENSP00000360266	0	0	0	0	0	0.256	0	0.410	0.542
IRF7	STAT6	1851145	1848146	9606.ENSP00000329411	9606.ENSP00000300134	0	0	0	0	0.094	0.360	0	0.273	0.542
MYH7B	TNNC1	1845230	1843329	9606.ENSP00000262873	9606.ENSP00000232975	0	0	0	0	0.073	0.397	0	0.247	0.542
MYH11	MYH7B	1858384	1845230	9606.ENSP00000379616	9606.ENSP00000262873	0	0	0	0.886	0	0	0.540	0.093	0.542
EGFR	TLR2	1846445	1844747	9606.ENSP00000275493	9606.ENSP00000260010	0	0	0	0	0.052	0.329	0	0.337	0.542
CDK8	FOXG1	1857394	1852163	9606.ENSP00000370938	9606.ENSP00000339004	0	0	0	0	0.052	0.130	0	0.489	0.542
UBE2I	AKT1	1850693	1846136	9606.ENSP00000324897	9606.ENSP00000270202	0	0	0	0	0.049	0	0	0.536	0.541
MYH7B	MYH4	1845230	1844373	9606.ENSP00000262873	9606.ENSP00000255381	0	0	0	0.977	0	0	0.540	0.180	0.541
CALM2	CALB1	1846243	1845750	9606.ENSP00000272298	9606.ENSP00000265431	0	0	0	0	0.050	0	0	0.537	0.541
PHKB	CDK2	1849630	1845906	9606.ENSP00000313504	9606.ENSP00000266970	0	0	0	0	0	0	0.540	0	0.540
PHKB	CDKN1A	1849630	1843736	9606.ENSP00000313504	9606.ENSP00000244741	0	0	0	0	0	0	0.540	0	0.540
RPS6KA2	EIF4E	1861695	1861659	9606.ENSP00000427015	9606.ENSP00000425561	0	0	0	0	0.054	0	0	0.534	0.540
BRD2	POU1F1	1858284	1852640	9606.ENSP00000378702	9606.ENSP00000342931	0	0	0	0	0	0.071	0	0.526	0.540
PHKA1	CDK14	1855934	1845800	9606.ENSP00000362643	9606.ENSP00000265741	0	0	0	0	0	0	0.540	0	0.540
RPS6KA3	CDKN1A	1857057	1843736	9606.ENSP00000368884	9606.ENSP00000244741	0	0	0	0	0	0	0	0.540	0.540
PHKA1	CDK2	1855934	1845906	9606.ENSP00000362643	9606.ENSP00000266970	0	0	0	0	0	0	0.540	0	0.540
PHKA1	CDK4	1855934	1844551	9606.ENSP00000362643	9606.ENSP00000257904	0	0	0	0	0	0	0.540	0	0.540
PHKB	CDK6	1849630	1845799	9606.ENSP00000313504	9606.ENSP00000265734	0	0	0	0	0	0	0.540	0	0.540
BAZ2A	SMARCA4	1862349	1853627	9606.ENSP00000446880	9606.ENSP00000350720	0	0	0	0	0.134	0.197	0	0.392	0.540
PHKB	CDK4	1849630	1844551	9606.ENSP00000313504	9606.ENSP00000257904	0	0	0	0	0	0	0.540	0	0.540
PHKA1	CDK6	1855934	1845799	9606.ENSP00000362643	9606.ENSP00000265734	0	0	0	0	0	0	0.540	0	0.540
CALM1	EGR1	1853445	1843543	9606.ENSP00000349467	9606.ENSP00000239938	0	0	0	0	0.054	0.100	0	0.503	0.540
POU3F2	FOXA2	1851118	1849831	9606.ENSP00000329170	9606.ENSP00000315955	0	0	0	0	0.056	0	0	0.532	0.539
HSP90AA1	IRF3	1851814	1849262	9606.ENSP00000335153	9606.ENSP00000310127	0	0	0	0	0	0.416	0	0.243	0.539
ORF11	ORF38	10001605	10001604	10335.TEG5_VZVD	10335.TEG4_VZVD	0	0	0	0	0	0.496	0	0.122	0.539
FOXC1	EGFR	1857298	1846445	9606.ENSP00000370256	9606.ENSP00000275493	0	0	0	0	0	0	0	0.538	0.539
ASH1L	CREBBP	1858003	1845124	9606.ENSP00000376204	9606.ENSP00000262367	0	0	0	0	0.252	0.359	0	0.115	0.539
FOXA2	AKT3	1849831	1845421	9606.ENSP00000315955	9606.ENSP00000263826	0	0	0	0	0	0.191	0	0.454	0.539
CDK1	LMNA	1858283	1854773	9606.ENSP00000378699	9606.ENSP00000357283	0	0	0	0	0.098	0.360	0	0.265	0.539
HSP90AB1	CALM2	1850780	1846243	9606.ENSP00000325875	9606.ENSP00000272298	0	0	0	0	0	0.134	0	0.489	0.539
STAT1	UBE2I	1854113	1850693	9606.ENSP00000354394	9606.ENSP00000324897	0	0	0	0	0	0.360	0	0.308	0.538
FOXM1	KRAS	1852579	1844404	9606.ENSP00000342307	9606.ENSP00000256078	0	0	0	0	0	0	0	0.537	0.538
FZR1	CDKN3	1858270	1851839	9606.ENSP00000378529	9606.ENSP00000335357	0	0	0	0	0.085	0.146	0	0.456	0.538
STAT4	TP53	1853690	1846083	9606.ENSP00000351255	9606.ENSP00000269305	0	0	0	0	0	0	0	0.538	0.538
CDK19	DROSHA	1854918	1852264	9606.ENSP00000357907	9606.ENSP00000339845	0	0	0	0	0.067	0	0	0.526	0.538
T	SMARCA2	1847809	1845805	9606.ENSP00000296946	9606.ENSP00000265773	0	0	0	0	0.046	0.513	0	0.083	0.537
LMNA	AKT1	1854773	1846136	9606.ENSP00000357283	9606.ENSP00000270202	0	0	0	0	0.054	0.173	0	0.456	0.537
gN	gL	10001575	10001573	10335.GN_VZVD	10335.GL_VZVD	0	0	0	0	0	0.473	0	0.158	0.537
RPS6KA3	HIST2H2BE	1857057	1854962	9606.ENSP00000368884	9606.ENSP00000358151	0	0	0	0	0	0.084	0	0.516	0.537
STAT6	EGR1	1848146	1843543	9606.ENSP00000300134	9606.ENSP00000239938	0	0	0	0	0	0.049	0	0.533	0.537
ORF9	gH	10001629	10001570	10335.VP22_VZVD	10335.GH_VZVD	0	0	0	0	0	0.473	0	0.157	0.537
GTF2B	MED23	1855275	1854719	9606.ENSP00000359531	9606.ENSP00000357047	0	0	0	0	0.132	0	0	0.488	0.536
SPEN	HDAC1	1856373	1855935	9606.ENSP00000364912	9606.ENSP00000362649	0	0	0	0	0.054	0.344	0	0.312	0.536
OTX2	EFNA2	1852745	1842481	9606.ENSP00000343819	9606.ENSP00000215368	0	0	0	0	0	0	0	0.536	0.536
TNNC2	MYH7B	1855707	1845230	9606.ENSP00000361636	9606.ENSP00000262873	0	0	0	0	0.160	0.397	0	0.159	0.536
LMNB2	CDK1	1863725	1858283	9606.ENSP00000462730	9606.ENSP00000378699	0	0	0	0	0.284	0	0	0.378	0.536
CDK5	FOXC2	1861440	1850826	9606.ENSP00000419782	9606.ENSP00000326371	0	0	0	0	0.054	0.170	0	0.455	0.536
RPS6KA3	MYL9	1857057	1846609	9606.ENSP00000368884	9606.ENSP00000279022	0	0	0	0	0.111	0.096	0	0.468	0.536
AIM2	TLR9	1854739	1854047	9606.ENSP00000357112	9606.ENSP00000353874	0	0	0	0	0.052	0	0	0.530	0.535
H2AFJ	BRD1	1857794	1842575	9606.ENSP00000373730	9606.ENSP00000216267	0	0	0	0	0.054	0.470	0	0.148	0.535
HIST2H2AA4	BRD1	1854965	1842575	9606.ENSP00000358155	9606.ENSP00000216267	0	0	0	0	0.054	0.470	0	0.148	0.535
HIST1H2AJ	BRD1	1851044	1842575	9606.ENSP00000328484	9606.ENSP00000216267	0	0	0	0	0.054	0.470	0	0.148	0.535
BRPF3	HIST2H2AB	1853567	1851519	9606.ENSP00000350267	9606.ENSP00000332790	0	0	0	0	0.054	0.470	0	0.148	0.535
HIST1H2AD	BRD1	1852412	1842575	9606.ENSP00000341094	9606.ENSP00000216267	0	0	0	0	0.054	0.470	0	0.148	0.535
BRPF3	HIST1H2AA	1853567	1847815	9606.ENSP00000350267	9606.ENSP00000297012	0	0	0	0	0.054	0.470	0	0.148	0.535
HIST2H2AB	BRD1	1851519	1842575	9606.ENSP00000332790	9606.ENSP00000216267	0	0	0	0	0.054	0.470	0	0.148	0.535
R1	IE62	10001597	10001580	10335.RIR1_VZVD	10335.ICP4_VZVD	0	0	0	0	0	0.473	0	0.154	0.535
HIST3H2A	BRD1	1854432	1842575	9606.ENSP00000355656	9606.ENSP00000216267	0	0	0	0	0.054	0.470	0	0.148	0.535
EP300	DDX5	1845316	1843052	9606.ENSP00000263253	9606.ENSP00000225792	0	0	0	0	0.123	0.378	0	0.215	0.535
HIST1H2AA	BRD1	1847815	1842575	9606.ENSP00000297012	9606.ENSP00000216267	0	0	0	0	0.054	0.470	0	0.148	0.535
HIST1H2AK	BRD1	1851241	1842575	9606.ENSP00000330307	9606.ENSP00000216267	0	0	0	0	0.054	0.470	0	0.148	0.535
CD289	AIM2	1861300	1854739	9606.ENSP00000417517	9606.ENSP00000357112	0	0	0	0	0.052	0	0	0.530	0.535
BRPF3	HIST1H2AC	1853567	1850346	9606.ENSP00000350267	9606.ENSP00000321389	0	0	0	0	0.054	0.470	0	0.148	0.535
gE	CDK16	10001569	1846467	10335.GE_VZVD	9606.ENSP00000276052	0	0	0	0	0	0	0	0.535	0.535
ORF9	KIF3A	10001629	1856925	10335.VP22_VZVD	9606.ENSP00000368020	0	0	0	0	0	0	0	0.534	0.535
R1	PAP	10001597	10001594	10335.RIR1_VZVD	10335.PAP_VZVD	0	0	0	0	0	0.473	0	0.153	0.535
HIST1H2AC	BRD1	1850346	1842575	9606.ENSP00000321389	9606.ENSP00000216267	0	0	0	0	0.054	0.470	0	0.148	0.535
STAT1	SMARCA4	1854113	1853627	9606.ENSP00000354394	9606.ENSP00000350720	0	0	0	0	0.122	0.378	0	0.217	0.535
H2AFX	BRPF3	1856252	1853567	9606.ENSP00000364310	9606.ENSP00000350267	0	0	0	0	0.054	0.470	0	0.148	0.535
BRPF3	HIST1H2AJ	1853567	1851044	9606.ENSP00000350267	9606.ENSP00000328484	0	0	0	0	0.054	0.470	0	0.148	0.535
HIST2H2AA4	BRPF3	1854965	1853567	9606.ENSP00000358155	9606.ENSP00000350267	0	0	0	0	0.054	0.470	0	0.148	0.535
DDX17	CREBBP	1858423	1845124	9606.ENSP00000380033	9606.ENSP00000262367	0	0	0	0	0.213	0.343	0	0.171	0.535
KRAS	CDKN1B	1844404	1843169	9606.ENSP00000256078	9606.ENSP00000228872	0	0	0	0	0.079	0.063	0	0.504	0.535
H2AFJ	BRPF3	1857794	1853567	9606.ENSP00000373730	9606.ENSP00000350267	0	0	0	0	0.054	0.470	0	0.148	0.535
PHKB	CALM2	1849630	1846243	9606.ENSP00000313504	9606.ENSP00000272298	0	0	0	0	0	0	0	0.535	0.535
HIST3H2A	BRPF3	1854432	1853567	9606.ENSP00000355656	9606.ENSP00000350267	0	0	0	0	0.054	0.470	0	0.148	0.535
HIST1H2AB	BRD1	1844723	1842575	9606.ENSP00000259791	9606.ENSP00000216267	0	0	0	0	0.054	0.470	0	0.148	0.535
BRPF3	HIST1H2AK	1853567	1851241	9606.ENSP00000350267	9606.ENSP00000330307	0	0	0	0	0.054	0.470	0	0.148	0.535
BRPF3	HIST1H2AB	1853567	1844723	9606.ENSP00000350267	9606.ENSP00000259791	0	0	0	0	0.054	0.470	0	0.148	0.535
BRPF3	HIST1H2AD	1853567	1852412	9606.ENSP00000350267	9606.ENSP00000341094	0	0	0	0	0.054	0.470	0	0.148	0.535
ORF28	HIST1H2AD	10001565	1852412	10335.DPOL_VZVD	9606.ENSP00000341094	0	0	0	0	0	0	0	0.534	0.534
R2	DBP	10001598	10001564	10335.RIR2_VZVD	10335.DNBI_VZVD	0	0	0	0	0	0.473	0	0.152	0.534
TNNC1	MYH1	1843329	1843075	9606.ENSP00000232975	9606.ENSP00000226207	0	0	0	0	0.073	0.397	0	0.233	0.534
ORF28	HIST1H2AA	10001565	1847815	10335.DPOL_VZVD	9606.ENSP00000297012	0	0	0	0	0	0	0	0.534	0.534
MYH2	TNNC1	1843761	1843329	9606.ENSP00000245503	9606.ENSP00000232975	0	0	0	0	0.073	0.397	0	0.234	0.534
gE	ORF28	10001569	10001565	10335.GE_VZVD	10335.DPOL_VZVD	0	0	0	0	0	0.473	0	0.152	0.534
HSP90AA1	EIF4A2	1851814	1850828	9606.ENSP00000335153	9606.ENSP00000326381	0.055	0	0	0	0.134	0.256	0	0.324	0.534
AKT3	FOXA1	1845421	1844009	9606.ENSP00000263826	9606.ENSP00000250448	0	0	0	0	0	0.191	0	0.447	0.534
ORF28	HIST1H2AB	10001565	1844723	10335.DPOL_VZVD	9606.ENSP00000259791	0	0	0	0	0	0	0	0.534	0.534
ORF28	HIST1H2AK	10001565	1851241	10335.DPOL_VZVD	9606.ENSP00000330307	0	0	0	0	0	0	0	0.534	0.534
IE62	gN	10001580	10001575	10335.ICP4_VZVD	10335.GN_VZVD	0	0	0	0	0	0.473	0	0.152	0.534
ORF28	HIST3H2A	10001565	1854432	10335.DPOL_VZVD	9606.ENSP00000355656	0	0	0	0	0	0	0	0.534	0.534
DICER1	SMARCA2	1852737	1845805	9606.ENSP00000343745	9606.ENSP00000265773	0	0	0	0	0.126	0.137	0	0.432	0.534
NCS1	CALM2	1855673	1846243	9606.ENSP00000361475	9606.ENSP00000272298	0	0	0	0	0.055	0	0	0.526	0.533
R1	GRAP2	10001597	1852185	10335.RIR1_VZVD	9606.ENSP00000339186	0	0	0	0	0	0	0	0.533	0.533
TMPRSS11D	STAT3	1846873	1845584	9606.ENSP00000283916	9606.ENSP00000264657	0	0	0	0	0	0	0	0.533	0.533
R1	GRAPL	10001597	1862057	10335.RIR1_VZVD	9606.ENSP00000437409	0	0	0	0	0	0	0	0.533	0.533
PABPC1	DDX5	1849591	1843052	9606.ENSP00000313007	9606.ENSP00000225792	0	0	0	0	0.352	0.102	0	0.262	0.533
GRAP2	ERBB3	1852185	1845918	9606.ENSP00000339186	9606.ENSP00000267101	0	0	0	0	0	0.293	0	0.367	0.533
ORF56	RAP1A	10001587	1853349	10335.NP04_VZVD	9606.ENSP00000348786	0	0	0	0	0	0	0	0.532	0.532
ORF56	RSG1	10001587	1856338	10335.NP04_VZVD	9606.ENSP00000364749	0	0	0	0	0	0	0	0.532	0.532
CDK2	KAT2A	1845906	1843061	9606.ENSP00000266970	9606.ENSP00000225916	0	0	0	0	0.074	0.407	0	0.215	0.532
CSNK2A2	TBP	1845161	1843249	9606.ENSP00000262506	9606.ENSP00000230354	0	0	0	0	0.122	0.168	0	0.410	0.532
DDX17	PABPC1	1858423	1849591	9606.ENSP00000380033	9606.ENSP00000313007	0	0	0	0	0.352	0.102	0	0.261	0.532
SPATA21	CETN1	1851873	1850108	9606.ENSP00000335612	9606.ENSP00000319052	0	0	0	0	0.053	0.145	0	0.468	0.532
R1	RPS6KA2	10001597	1861695	10335.RIR1_VZVD	9606.ENSP00000427015	0	0	0	0	0	0	0	0.532	0.532
FOXA2	EGFR	1849831	1846445	9606.ENSP00000315955	9606.ENSP00000275493	0	0	0	0	0	0	0	0.532	0.532
ORF56	RIT1	10001587	1854779	10335.NP04_VZVD	9606.ENSP00000357306	0	0	0	0	0	0	0	0.532	0.532
ORF56	DIRAS3	10001587	1855381	10335.NP04_VZVD	9606.ENSP00000360020	0	0	0	0	0	0	0	0.532	0.532
ORF56	RAP2C	10001587	1852304	10335.NP04_VZVD	9606.ENSP00000340274	0	0	0	0	0	0	0	0.532	0.532
HRAS	TNS1	1849235	1842316	9606.ENSP00000309845	9606.ENSP00000171887	0	0	0	0	0.043	0.164	0	0.462	0.532
RPS6KA1	KRAS	1862001	1844404	9606.ENSP00000435412	9606.ENSP00000256078	0	0	0	0	0	0.176	0	0.455	0.532
FOXO1	STAT1	1857055	1854113	9606.ENSP00000368880	9606.ENSP00000354394	0	0	0	0	0	0.061	0	0.522	0.532
ORF56	DIRAS2	10001587	1856374	10335.NP04_VZVD	9606.ENSP00000364919	0	0	0	0	0	0	0	0.532	0.532
MED1	KAT2B	1848202	1845408	9606.ENSP00000300651	9606.ENSP00000263754	0	0	0	0	0.055	0.061	0	0.515	0.532
ENSG00000267261	HSP90AA1	1864009	1851814	9606.ENSP00000468367	9606.ENSP00000335153	0	0	0	0	0.062	0.070	0	0.507	0.532
HDAC1	STAT2	1855935	1849817	9606.ENSP00000362649	9606.ENSP00000315768	0	0	0	0	0.053	0.443	0	0.184	0.532
EGFR	JUND	1846445	1844164	9606.ENSP00000275493	9606.ENSP00000252818	0	0	0	0	0	0.284	0	0.373	0.532
ORF56	ERAS	10001587	1852177	10335.NP04_VZVD	9606.ENSP00000339136	0	0	0	0	0	0	0	0.532	0.532
R1	SGK1	10001597	1854674	10335.RIR1_VZVD	9606.ENSP00000356832	0	0	0	0	0	0	0	0.532	0.532
R1	RPS6KA1	10001597	1862001	10335.RIR1_VZVD	9606.ENSP00000435412	0	0	0	0	0	0	0	0.532	0.532
HPCA	CALM2	1855912	1846243	9606.ENSP00000362566	9606.ENSP00000272298	0	0	0	0	0.055	0	0	0.525	0.532
R1	SGK2	10001597	1852346	10335.RIR1_VZVD	9606.ENSP00000340608	0	0	0	0	0	0	0	0.532	0.532
ENSG00000267261	HSP90AB1	1864009	1850780	9606.ENSP00000468367	9606.ENSP00000325875	0	0	0	0	0.062	0.070	0	0.507	0.532
R1	RPS6KA3	10001597	1857057	10335.RIR1_VZVD	9606.ENSP00000368884	0	0	0	0	0	0	0	0.532	0.532
DAXX	CREBBP	1845841	1845124	9606.ENSP00000266000	9606.ENSP00000262367	0	0	0	0	0.059	0.360	0	0.284	0.531
PHKB	CALM3	1849630	1847279	9606.ENSP00000313504	9606.ENSP00000291295	0	0	0	0	0	0	0	0.531	0.531
POU2F2	HCFC1	1861882	1849194	9606.ENSP00000431603	9606.ENSP00000309555	0	0	0	0	0.049	0	0	0.526	0.530
JUND	TBPL2	1844164	1843862	9606.ENSP00000252818	9606.ENSP00000247219	0	0	0	0	0	0.176	0	0.454	0.530
JUNB	TBPL2	1848518	1843862	9606.ENSP00000303315	9606.ENSP00000247219	0	0	0	0	0	0.176	0	0.454	0.530
JUND	TBPL1	1844164	1843451	9606.ENSP00000252818	9606.ENSP00000237264	0	0	0	0	0	0.176	0	0.454	0.530
JUNB	TBPL1	1848518	1843451	9606.ENSP00000303315	9606.ENSP00000237264	0	0	0	0	0	0.176	0	0.454	0.530
CREBBP	DDX5	1845124	1843052	9606.ENSP00000262367	9606.ENSP00000225792	0	0	0	0	0.123	0.378	0	0.206	0.530
PABPC5	EIF4A1	1849027	1847443	9606.ENSP00000308012	9606.ENSP00000293831	0	0	0	0	0.201	0.104	0	0.397	0.530
R1	dUTPase	10001597	10001566	10335.RIR1_VZVD	10335.DUT_VZVD	0	0	0	0	0	0.473	0	0.143	0.529
BRD2	HIST3H2BB	1858284	1857956	9606.ENSP00000378702	9606.ENSP00000375736	0	0	0	0	0	0.501	0	0.093	0.529
ORF0	IE62	10001589	10001580	10335.ORF0_VZVD	10335.ICP4_VZVD	0	0	0	0	0	0.473	0	0.142	0.529
BAZ1A	TBP	1853982	1843249	9606.ENSP00000353458	9606.ENSP00000230354	0	0	0	0	0.074	0.404	0	0.216	0.529
PTEN	CALM1	1855586	1853445	9606.ENSP00000361021	9606.ENSP00000349467	0	0	0	0	0	0.205	0	0.432	0.529
CDK1	MYL9	1858283	1846609	9606.ENSP00000378699	9606.ENSP00000279022	0	0	0	0	0.054	0.054	0	0.514	0.528
HDAC1	GTF2B	1855935	1855275	9606.ENSP00000362649	9606.ENSP00000359531	0	0	0	0	0.055	0	0	0.521	0.528
DDX20	DROSHA	1855081	1852264	9606.ENSP00000358716	9606.ENSP00000339845	0	0	0	0	0.084	0.099	0	0.474	0.528
UBE2I	FOXN1	1850693	1843080	9606.ENSP00000324897	9606.ENSP00000226247	0	0	0	0	0.049	0.525	0	0	0.528
FOXO1	JUN	1857055	1855436	9606.ENSP00000368880	9606.ENSP00000360266	0	0	0	0	0	0.107	0	0.493	0.528
FOXP3	HDAC1	1856454	1855935	9606.ENSP00000365380	9606.ENSP00000362649	0	0	0	0	0	0.446	0	0.183	0.528
UBE2I	FOXN4	1850693	1848023	9606.ENSP00000324897	9606.ENSP00000299162	0	0	0	0	0.049	0.525	0	0	0.528
UBE2I	CREBBP	1850693	1845124	9606.ENSP00000324897	9606.ENSP00000262367	0	0	0	0	0.046	0.360	0	0.289	0.528
RPS6KA3	JUN	1857057	1855436	9606.ENSP00000368884	9606.ENSP00000360266	0	0	0	0	0	0	0	0.528	0.528
PHKA1	TAF1	1855934	1846471	9606.ENSP00000362643	9606.ENSP00000276072	0	0	0	0	0	0	0	0.528	0.528
EFCAB7	CETN3	1855400	1846832	9606.ENSP00000360129	9606.ENSP00000283122	0	0	0	0	0.090	0.145	0	0.442	0.528
EIF4E	ERBB3	1861659	1845918	9606.ENSP00000425561	9606.ENSP00000267101	0	0	0	0	0	0	0	0.528	0.528
DDX21	LMNB1	1853016	1844893	9606.ENSP00000346120	9606.ENSP00000261366	0	0	0	0	0.054	0.503	0	0.075	0.527
R1	gE	10001597	10001569	10335.RIR1_VZVD	10335.GE_VZVD	0	0	0	0	0	0.473	0	0.139	0.527
CDK5	FOXP3	1861440	1856454	9606.ENSP00000419782	9606.ENSP00000365380	0	0	0	0	0.054	0.170	0	0.446	0.527
MYH4	TNNC1	1844373	1843329	9606.ENSP00000255381	9606.ENSP00000232975	0	0	0	0	0.058	0.397	0	0.234	0.527
SMARCA4	STAT5A	1853627	1852428	9606.ENSP00000350720	9606.ENSP00000341208	0	0	0	0	0.122	0.407	0	0.164	0.527
UBE2S	CREBBP	1845564	1845124	9606.ENSP00000264552	9606.ENSP00000262367	0	0	0	0	0	0.417	0	0.221	0.527
MYH3	PVALB	1843076	1842563	9606.ENSP00000226209	9606.ENSP00000216200	0	0	0	0	0.089	0.397	0	0.207	0.526
CETN3	PVALB	1846832	1842563	9606.ENSP00000283122	9606.ENSP00000216200	0	0	0	0	0	0.145	0	0.469	0.526
UBE2I	DDX1	1850693	1843337	9606.ENSP00000324897	9606.ENSP00000233084	0	0	0	0	0	0.503	0	0.085	0.526
IRS4	PTEN	1855625	1855586	9606.ENSP00000361202	9606.ENSP00000361021	0	0	0	0	0.054	0.387	0	0.248	0.526
FOXC2	EFNB2	1850826	1843755	9606.ENSP00000326371	9606.ENSP00000245323	0	0	0	0	0	0	0	0.526	0.526
CDK8	JUN	1857394	1855436	9606.ENSP00000370938	9606.ENSP00000360266	0	0	0	0	0	0.170	0	0.452	0.526
CDK5	CDKN3	1861440	1851839	9606.ENSP00000419782	9606.ENSP00000335357	0	0	0	0	0.055	0.170	0	0.444	0.526
SMARCA4	T	1853627	1847809	9606.ENSP00000350720	9606.ENSP00000296946	0	0	0	0	0.046	0.513	0	0.062	0.526
HDAC1	CDC20	1855935	1849070	9606.ENSP00000362649	9606.ENSP00000308450	0	0	0	0	0.098	0.381	0	0.218	0.526
BPTF	SMARCA2	1848931	1845805	9606.ENSP00000307208	9606.ENSP00000265773	0	0	0	0	0.181	0.197	0	0.337	0.526
CALML3	MYH9	1849775	1842558	9606.ENSP00000315299	9606.ENSP00000216181	0	0	0	0	0.053	0.453	0	0.159	0.526
FOXM1	FOXO3	1852579	1852227	9606.ENSP00000342307	9606.ENSP00000339527	0	0	0	0.620	0	0.360	0	0.692	0.525
OTX2	RCVRN	1852745	1843074	9606.ENSP00000343819	9606.ENSP00000226193	0	0	0	0	0	0	0	0.525	0.525
CSNK2A2	CREBBP	1845161	1845124	9606.ENSP00000262506	9606.ENSP00000262367	0	0	0	0	0.055	0.411	0	0.215	0.525
EIF4E	AKT2	1861659	1857974	9606.ENSP00000425561	9606.ENSP00000375892	0	0	0	0	0.054	0	0	0.518	0.525
