#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IRS1	IL1B	1848682	1845335	9606.ENSP00000304895	9606.ENSP00000263341	0	0	0	0	0	0	0	0.603	0.603
HIST2H2BE	CASP3	1854962	1849375	9606.ENSP00000358151	9606.ENSP00000311032	0	0	0	0	0	0	0	0.603	0.603
AR	LGALS4	1856164	1848369	9606.ENSP00000363822	9606.ENSP00000302100	0	0	0	0	0	0.098	0	0.578	0.603
CALM1	HMOX2	1853445	1842767	9606.ENSP00000349467	9606.ENSP00000219700	0	0	0	0	0	0.099	0	0.577	0.603
AKT2	IRS4	1857974	1855625	9606.ENSP00000375892	9606.ENSP00000361202	0	0	0	0	0.053	0.069	0	0.586	0.603
RBL1	PRDM10	1855962	1853754	9606.ENSP00000362768	9606.ENSP00000351686	0	0	0	0	0.084	0.177	0	0.514	0.603
gB	TLR1	10001638	1854260	10359.GB_HCMVM	9606.ENSP00000354932	0	0	0	0	0	0	0	0.603	0.603
ATP1A4	DNAH8	1854723	1851578	9606.ENSP00000357060	9606.ENSP00000333363	0	0	0	0	0.050	0	0	0.600	0.603
TPO	IL6	1850079	1844631	9606.ENSP00000318820	9606.ENSP00000258743	0	0	0	0	0.057	0	0	0.596	0.603
PTPRC	STAT3	1854576	1845584	9606.ENSP00000356346	9606.ENSP00000264657	0	0	0	0	0.102	0.057	0	0.568	0.603
IRS2	ATP2A1	1856394	1853467	9606.ENSP00000365016	9606.ENSP00000349595	0	0	0	0	0	0.285	0	0.466	0.602
F2	FGL2	1849080	1843920	9606.ENSP00000308541	9606.ENSP00000248598	0	0	0	0	0.042	0.171	0	0.540	0.602
CALM2	HMOX2	1846243	1842767	9606.ENSP00000272298	9606.ENSP00000219700	0	0	0	0	0	0.099	0	0.577	0.602
ERBB2	TGFB1	1846101	1842869	9606.ENSP00000269571	9606.ENSP00000221930	0	0	0	0	0.052	0.197	0	0.519	0.602
CALM3	HMOX2	1847279	1842767	9606.ENSP00000291295	9606.ENSP00000219700	0	0	0	0	0	0.099	0	0.577	0.602
GP5	MYH9	1850134	1842558	9606.ENSP00000319286	9606.ENSP00000216181	0	0	0	0	0.052	0.102	0	0.569	0.601
UL97	IFLTD1	10001757	1860658	10359.UL97_HCMVM	9606.ENSP00000407353	0	0	0	0	0	0	0	0.601	0.601
CDC25C	HRAS	1850370	1849235	9606.ENSP00000321656	9606.ENSP00000309845	0	0	0	0	0.048	0.430	0	0.323	0.601
UL97	C11orf35	10001757	1851316	10359.UL97_HCMVM	9606.ENSP00000331167	0	0	0	0	0	0	0	0.601	0.601
HDAC9	TBP	1860731	1843249	9606.ENSP00000408617	9606.ENSP00000230354	0.063	0	0	0	0.056	0	0	0.585	0.601
TLR4	IGF1	1856025	1848439	9606.ENSP00000363089	9606.ENSP00000302665	0	0	0	0	0	0	0	0.601	0.601
ICAM1	HMOX1	1845628	1842546	9606.ENSP00000264832	9606.ENSP00000216117	0	0	0	0	0.053	0	0	0.596	0.601
REL	ICAM1	1847519	1845628	9606.ENSP00000295025	9606.ENSP00000264832	0	0	0	0	0	0.094	0	0.578	0.601
IL8	NOS3	1848852	1847875	9606.ENSP00000306512	9606.ENSP00000297494	0	0	0	0	0.054	0	0	0.595	0.601
DDX10	PRRX1	1849698	1843528	9606.ENSP00000314348	9606.ENSP00000239461	0	0	0	0	0.053	0	0	0.595	0.600
JUN	ADM	1855436	1846549	9606.ENSP00000360266	9606.ENSP00000278175	0	0	0	0	0	0	0	0.600	0.600
ABL1	CDH1	1855665	1844988	9606.ENSP00000361423	9606.ENSP00000261769	0	0	0	0	0	0.046	0	0.598	0.600
AKT2	MYH14	1857974	1845102	9606.ENSP00000375892	9606.ENSP00000262269	0	0	0	0	0.053	0.094	0	0.571	0.600
TNF	IER3	1860103	1844731	9606.ENSP00000398698	9606.ENSP00000259874	0	0	0	0	0.057	0	0	0.593	0.600
LILRB1	ULBP1	1849833	1843216	9606.ENSP00000315997	9606.ENSP00000229708	0	0	0	0	0	0	0	0.600	0.600
EGR1	CSF3	1843543	1843025	9606.ENSP00000239938	9606.ENSP00000225474	0	0	0	0	0	0	0	0.600	0.600
SRC	TGFB1	1853652	1842869	9606.ENSP00000350941	9606.ENSP00000221930	0	0	0	0	0	0.078	0	0.583	0.599
MYO9A	CALM2	1853287	1846243	9606.ENSP00000348349	9606.ENSP00000272298	0	0	0	0	0.053	0.293	0	0.449	0.599
MYO9A	CALM3	1853287	1847279	9606.ENSP00000348349	9606.ENSP00000291295	0	0	0	0	0.053	0.293	0	0.449	0.599
BECN1	TSC1	1854331	1847972	9606.ENSP00000355231	9606.ENSP00000298552	0	0	0	0	0.075	0.412	0	0.321	0.599
CREB1	ESR1	1859295	1842435	9606.ENSP00000387699	9606.ENSP00000206249	0	0	0	0	0	0.044	0	0.598	0.599
ULBP2	LILRB1	1854572	1849833	9606.ENSP00000356320	9606.ENSP00000315997	0	0	0	0	0	0	0	0.599	0.599
gL	VEGFA	10001640	1855611	10359.GL_HCMVM	9606.ENSP00000361125	0	0	0	0	0	0	0	0.599	0.599
ULBP3	LILRB1	1854569	1849833	9606.ENSP00000356308	9606.ENSP00000315997	0	0	0	0	0	0	0	0.599	0.599
gM	GDI1	10001641	1859771	10359.GM_HCMVM	9606.ENSP00000394071	0	0	0	0	0	0	0	0.599	0.599
EGFR	HMOX1	1846445	1842546	9606.ENSP00000275493	9606.ENSP00000216117	0	0	0	0	0	0	0	0.599	0.599
CALM1	MYO9A	1853445	1853287	9606.ENSP00000349467	9606.ENSP00000348349	0	0	0	0	0.053	0.293	0	0.449	0.599
DNAH8	ATP1A3	1851578	1848401	9606.ENSP00000333363	9606.ENSP00000302397	0	0	0	0	0.044	0	0	0.597	0.598
CREB1	STAT3	1859295	1845584	9606.ENSP00000387699	9606.ENSP00000264657	0	0	0	0	0.072	0	0	0.584	0.598
NOS3	HMOX2	1847875	1842767	9606.ENSP00000297494	9606.ENSP00000219700	0	0	0	0	0	0.144	0	0.549	0.598
T	FGF2	1847809	1845559	9606.ENSP00000296946	9606.ENSP00000264498	0	0	0	0	0	0	0	0.598	0.598
CYCS	HMOX1	1848998	1842546	9606.ENSP00000307786	9606.ENSP00000216117	0	0	0	0	0.056	0	0	0.591	0.598
ATP2A3	CALM2	1853936	1846243	9606.ENSP00000353072	9606.ENSP00000272298	0	0	0	0	0.064	0.095	0	0.563	0.598
UL33	PTGS1	10001731	1854170	10359.UL33_HCMVM	9606.ENSP00000354612	0	0	0	0	0	0	0	0.598	0.598
gL	XK	10001640	1856901	10359.GL_HCMVM	9606.ENSP00000367879	0	0	0	0	0	0	0	0.598	0.598
TLR9	EGFR	1854047	1846445	9606.ENSP00000353874	9606.ENSP00000275493	0	0	0	0	0.052	0.101	0	0.565	0.597
CD289	EGFR	1861300	1846445	9606.ENSP00000417517	9606.ENSP00000275493	0	0	0	0	0.052	0.101	0	0.565	0.597
AKT2	ESR1	1857974	1842435	9606.ENSP00000375892	9606.ENSP00000206249	0	0	0	0	0	0.371	0	0.385	0.597
KRAS	CDKN1A	1844404	1843736	9606.ENSP00000256078	9606.ENSP00000244741	0	0	0	0	0	0.063	0	0.588	0.597
UL69	PABPC1L2B	10001646	1855927	10359.ICP27_HCMVM	9606.ENSP00000362621	0	0	0	0	0	0	0	0.597	0.597
STAT2	KRAS	1849817	1844404	9606.ENSP00000315768	9606.ENSP00000256078	0	0	0	0	0	0	0	0.597	0.597
UL52	T	10001742	1847809	10359.UL52_HCMVM	9606.ENSP00000296946	0	0	0	0	0	0	0	0.597	0.597
UL69	PABPC1L2A	10001646	1855926	10359.ICP27_HCMVM	9606.ENSP00000362618	0	0	0	0	0	0	0	0.597	0.597
UL33	ANGPT4	10001731	1857455	10359.UL33_HCMVM	9606.ENSP00000371347	0	0	0	0	0	0	0	0.597	0.597
HSPA5	CYCS	1850618	1848998	9606.ENSP00000324173	9606.ENSP00000307786	0	0	0	0	0.090	0.043	0	0.573	0.596
FOS	KRAS	1848822	1844404	9606.ENSP00000306245	9606.ENSP00000256078	0	0	0	0	0.051	0.054	0	0.586	0.596
ACTG2	GAPDH	1847542	1843185	9606.ENSP00000295137	9606.ENSP00000229239	0	0	0	0	0.072	0	0	0.583	0.596
UL97	HIST1H2BK	10001757	1853439	10359.UL97_HCMVM	9606.ENSP00000349430	0	0	0	0	0	0	0	0.596	0.596
KAT2B	CDKN1A	1845408	1843736	9606.ENSP00000263754	9606.ENSP00000244741	0	0	0	0	0.050	0.302	0	0.439	0.596
MAPRE2	LMO2	1848166	1844539	9606.ENSP00000300249	9606.ENSP00000257818	0	0	0	0	0	0.596	0	0	0.596
PRKD1	NOS3	1851597	1847875	9606.ENSP00000333568	9606.ENSP00000297494	0	0	0	0	0	0.117	0	0.561	0.596
ABL1	PPM1D	1855665	1848873	9606.ENSP00000361423	9606.ENSP00000306682	0.309	0	0	0	0.092	0.169	0	0.315	0.595
gM	PSMB7	10001641	1844696	10359.GM_HCMVM	9606.ENSP00000259457	0	0	0	0	0	0	0	0.595	0.595
ABL1	CASP3	1855665	1849375	9606.ENSP00000361423	9606.ENSP00000311032	0	0	0	0	0.044	0	0	0.594	0.595
RPS6KA1	JUN	1862001	1855436	9606.ENSP00000435412	9606.ENSP00000360266	0	0	0	0	0	0	0	0.595	0.595
MYH6	HSP90AA1	1853324	1851814	9606.ENSP00000348634	9606.ENSP00000335153	0	0	0	0	0.051	0.543	0	0.142	0.595
LRRK2	AKT3	1848005	1845421	9606.ENSP00000298910	9606.ENSP00000263826	0	0	0	0.628	0.086	0.500	0	0.431	0.595
ALB	ACTA2	1847637	1843003	9606.ENSP00000295897	9606.ENSP00000224784	0	0	0	0	0	0.054	0	0.589	0.595
CALM1	CSNK2A1	1853445	1842650	9606.ENSP00000349467	9606.ENSP00000217244	0	0	0	0	0.055	0.376	0	0.367	0.595
gB	PSMB7	10001638	1844696	10359.GB_HCMVM	9606.ENSP00000259457	0	0	0	0	0	0	0	0.595	0.595
TLR4	BCL2	1856025	1851168	9606.ENSP00000363089	9606.ENSP00000329623	0	0	0	0	0.053	0.175	0	0.522	0.594
UL33	MAP3K7	10001731	1855005	10359.UL33_HCMVM	9606.ENSP00000358335	0	0	0	0	0	0	0	0.594	0.594
CD40LG	TLR2	1855311	1844747	9606.ENSP00000359663	9606.ENSP00000260010	0	0	0	0	0.073	0	0	0.580	0.594
UL33	TLR4	10001731	1856025	10359.UL33_HCMVM	9606.ENSP00000363089	0	0	0	0	0	0	0	0.594	0.594
PTPRC	TLR9	1854576	1854047	9606.ENSP00000356346	9606.ENSP00000353874	0	0	0	0	0.053	0.118	0	0.553	0.594
CD289	PTPRC	1861300	1854576	9606.ENSP00000417517	9606.ENSP00000356346	0	0	0	0	0.053	0.118	0	0.553	0.594
HRAS	RPS6KB1	1849235	1843035	9606.ENSP00000309845	9606.ENSP00000225577	0	0	0	0	0	0.176	0	0.528	0.594
MYH11	HSP90AA1	1858384	1851814	9606.ENSP00000379616	9606.ENSP00000335153	0	0	0	0	0.047	0.543	0	0.144	0.594
SRC	CYCS	1853652	1848998	9606.ENSP00000350941	9606.ENSP00000307786	0	0	0	0	0.055	0	0	0.588	0.594
ALX3	RBM15	1855105	1855103	9606.ENSP00000358807	9606.ENSP00000358799	0	0	0	0	0	0	0	0.594	0.594
DHFR	MYC	1859928	1856789	9606.ENSP00000396308	9606.ENSP00000367207	0	0	0	0	0	0	0	0.594	0.594
DHFR	RB1	1859928	1845924	9606.ENSP00000396308	9606.ENSP00000267163	0	0	0	0	0.051	0	0	0.589	0.594
VEGFA	CDKN1A	1855611	1843736	9606.ENSP00000361125	9606.ENSP00000244741	0	0	0	0	0	0	0	0.594	0.594
TNF	MAP2K1	1860103	1848411	9606.ENSP00000398698	9606.ENSP00000302486	0	0	0	0	0.078	0	0	0.577	0.593
AKT1	KAT2B	1846136	1845408	9606.ENSP00000270202	9606.ENSP00000263754	0	0	0	0	0.073	0.378	0	0.350	0.593
DHFR	HSP90AA1	1859928	1851814	9606.ENSP00000396308	9606.ENSP00000335153	0	0	0	0	0.084	0	0	0.573	0.593
CALM1	NR3C1	1853445	1843294	9606.ENSP00000349467	9606.ENSP00000231509	0	0	0	0	0	0.301	0	0.442	0.593
CDC25C	CALM3	1850370	1847279	9606.ENSP00000321656	9606.ENSP00000291295	0	0	0	0	0.053	0	0	0.587	0.593
RAB9A	BECN1	1861457	1854331	9606.ENSP00000420127	9606.ENSP00000355231	0	0	0	0	0.048	0.064	0	0.580	0.593
CALM1	CDC25C	1853445	1850370	9606.ENSP00000349467	9606.ENSP00000321656	0	0	0	0	0.053	0	0	0.587	0.593
HNRNPK	TP53	1856467	1846083	9606.ENSP00000365439	9606.ENSP00000269305	0	0	0	0	0	0.360	0	0.390	0.593
CDC25C	CALM2	1850370	1846243	9606.ENSP00000321656	9606.ENSP00000272298	0	0	0	0	0.053	0	0	0.587	0.593
AKT2	HRAS	1857974	1849235	9606.ENSP00000375892	9606.ENSP00000309845	0	0	0	0	0	0.176	0	0.527	0.593
ADM	FGF2	1846549	1845559	9606.ENSP00000278175	9606.ENSP00000264498	0	0	0	0	0	0	0	0.593	0.593
MAP2K1	LRRK2	1848411	1848005	9606.ENSP00000302486	9606.ENSP00000298910	0	0	0	0.627	0.056	0.502	0	0.481	0.593
gB	PRDM10	10001638	1853754	10359.GB_HCMVM	9606.ENSP00000351686	0	0	0	0	0	0	0	0.592	0.593
TF	AKT1	1859071	1846136	9606.ENSP00000385834	9606.ENSP00000270202	0	0	0	0	0	0.074	0	0.579	0.593
DNAH8	MAPK3	1851578	1845265	9606.ENSP00000333363	9606.ENSP00000263025	0	0	0	0	0.044	0.076	0	0.576	0.593
CD40	STAT3	1855654	1845584	9606.ENSP00000361359	9606.ENSP00000264657	0	0	0	0	0.054	0	0	0.586	0.592
PRDM10	TLR2	1853754	1844747	9606.ENSP00000351686	9606.ENSP00000260010	0	0	0	0	0.047	0.101	0	0.562	0.592
UL97	HIST1H2BO	10001757	1848526	10359.UL97_HCMVM	9606.ENSP00000303408	0	0	0	0	0	0	0	0.592	0.592
UL97	HIST1H2BG	10001757	1843728	10359.UL97_HCMVM	9606.ENSP00000244601	0	0	0	0	0	0	0	0.592	0.592
PABPC3	EIF4A3	1846735	1846086	9606.ENSP00000281589	9606.ENSP00000269349	0	0	0	0	0.201	0.145	0	0.451	0.592
ABL1	MYH14	1855665	1845102	9606.ENSP00000361423	9606.ENSP00000262269	0	0	0	0	0.057	0.068	0	0.573	0.592
ULBP2	NCR3	1854572	1852562	9606.ENSP00000356320	9606.ENSP00000342156	0	0	0	0	0	0	0	0.592	0.592
H2AFZ	TBPL1	1847723	1843451	9606.ENSP00000296417	9606.ENSP00000237264	0	0	0	0	0.126	0.266	0	0.414	0.592
UL97	HIST1H2BH	10001757	1853333	10359.UL97_HCMVM	9606.ENSP00000348706	0	0	0	0	0	0	0	0.592	0.592
gL	FOS	10001640	1848822	10359.GL_HCMVM	9606.ENSP00000306245	0	0	0	0	0	0	0	0.591	0.591
PTPRC	CXCL10	1854576	1848754	9606.ENSP00000356346	9606.ENSP00000305651	0	0	0	0	0.073	0	0	0.577	0.591
MYH8	HSP90AB1	1858931	1850780	9606.ENSP00000384330	9606.ENSP00000325875	0	0	0	0	0.051	0.543	0	0.133	0.591
TP53	ACTA2	1846083	1843003	9606.ENSP00000269305	9606.ENSP00000224784	0	0	0	0	0	0.065	0	0.580	0.591
gL	HPGDS	10001640	1847557	10359.GL_HCMVM	9606.ENSP00000295256	0	0	0	0	0	0	0	0.591	0.591
SRC	PPM1D	1853652	1848873	9606.ENSP00000350941	9606.ENSP00000306682	0.309	0	0	0	0.092	0.169	0	0.308	0.591
UL52	GDI1	10001742	1859771	10359.UL52_HCMVM	9606.ENSP00000394071	0	0	0	0	0	0	0	0.591	0.591
CASP3	FOS	1849375	1848822	9606.ENSP00000311032	9606.ENSP00000306245	0	0	0	0	0	0	0	0.591	0.591
RPS6KA1	IRS1	1862001	1848682	9606.ENSP00000435412	9606.ENSP00000304895	0	0	0	0	0	0.076	0	0.575	0.591
TLR5	CSF3	1852287	1843025	9606.ENSP00000340089	9606.ENSP00000225474	0	0	0	0	0.052	0	0	0.586	0.591
PTPRC	ERBB2	1854576	1846101	9606.ENSP00000356346	9606.ENSP00000269571	0	0	0	0	0	0.231	0	0.490	0.591
KLRC2	MICA	1857451	1856456	9606.ENSP00000371327	9606.ENSP00000365394	0	0	0	0	0	0	0	0.591	0.591
US28	CCL1	10001783	1843056	10359.US28_HCMVM	9606.ENSP00000225842	0	0	0	0	0	0	0	0.591	0.591
CASP3	KRAS	1849375	1844404	9606.ENSP00000311032	9606.ENSP00000256078	0	0	0	0	0.056	0	0	0.583	0.590
HDAC9	BCL2	1860731	1851168	9606.ENSP00000408617	9606.ENSP00000329623	0	0	0	0	0.053	0	0	0.585	0.590
gM	CD40LG	10001641	1855311	10359.GM_HCMVM	9606.ENSP00000359663	0	0	0	0	0	0	0	0.590	0.590
BCL2L1	RB1	1848421	1845924	9606.ENSP00000302564	9606.ENSP00000267163	0	0	0	0	0.052	0	0	0.585	0.590
HSPA5	MBOAT4	1850618	1849691	9606.ENSP00000324173	9606.ENSP00000314196	0	0	0	0	0.053	0	0	0.585	0.590
MYH7B	MYH3	1845230	1843076	9606.ENSP00000262873	9606.ENSP00000226209	0	0	0	0.976	0	0.143	0.540	0.183	0.590
gL	BCL2	10001640	1851168	10359.GL_HCMVM	9606.ENSP00000329623	0	0	0	0	0	0	0	0.590	0.590
TRAF6	MAPK1	1852047	1842512	9606.ENSP00000337853	9606.ENSP00000215832	0	0	0	0	0.080	0	0	0.573	0.590
gB	CD8A	10001638	1846863	10359.GB_HCMVM	9606.ENSP00000283635	0	0	0	0	0	0	0	0.590	0.590
UL54	AIM2	10001635	1854739	10359.DPOL_HCMVM	9606.ENSP00000357112	0	0	0	0	0	0	0	0.589	0.589
US28	ATP12A	10001783	1842709	10359.US28_HCMVM	9606.ENSP00000218548	0	0	0	0	0	0	0	0.589	0.589
US28	ATP4A	10001783	1845183	10359.US28_HCMVM	9606.ENSP00000262623	0	0	0	0	0	0	0	0.589	0.589
HSP90AB1	MYH1	1850780	1843075	9606.ENSP00000325875	9606.ENSP00000226207	0	0	0	0	0.051	0.543	0	0.129	0.589
CASP8	REL	1853692	1847519	9606.ENSP00000351273	9606.ENSP00000295025	0	0	0	0	0.211	0	0	0.501	0.589
US28	ATP11B	10001783	1850318	10359.US28_HCMVM	9606.ENSP00000321195	0	0	0	0	0	0	0	0.589	0.589
CDC25C	PPM1D	1850370	1848873	9606.ENSP00000321656	9606.ENSP00000306682	0	0	0	0	0.055	0.068	0	0.571	0.589
US28	ATP11A	10001783	1846860	10359.US28_HCMVM	9606.ENSP00000283558	0	0	0	0	0	0	0	0.589	0.589
US28	ATP1A1	10001783	1847591	10359.US28_HCMVM	9606.ENSP00000295598	0	0	0	0	0	0	0	0.589	0.589
TUBA1C	ACTG2	1848245	1847542	9606.ENSP00000301072	9606.ENSP00000295137	0	0	0	0	0.097	0.190	0	0.484	0.589
gB	ASTL	10001638	1852727	10359.GB_HCMVM	9606.ENSP00000343674	0	0	0	0	0	0	0	0.589	0.589
gB	MEP1A	10001638	1843260	10359.GB_HCMVM	9606.ENSP00000230588	0	0	0	0	0	0	0	0.589	0.589
CD83	TLR2	1856986	1844747	9606.ENSP00000368450	9606.ENSP00000260010	0	0	0	0	0.067	0	0	0.578	0.589
US28	ATP1A2	10001783	1854129	10359.US28_HCMVM	9606.ENSP00000354490	0	0	0	0	0	0	0	0.589	0.589
HNRNPK	INS	1856467	1844030	9606.ENSP00000365439	9606.ENSP00000250971	0	0	0	0	0	0	0	0.589	0.589
gB	MEP1B	10001638	1846073	10359.GB_HCMVM	9606.ENSP00000269202	0	0	0	0	0	0	0	0.589	0.589
US28	ATP8B2	10001783	1854810	10359.US28_HCMVM	9606.ENSP00000357475	0	0	0	0	0	0	0	0.589	0.589
US28	ATP1A4	10001783	1854723	10359.US28_HCMVM	9606.ENSP00000357060	0	0	0	0	0	0	0	0.589	0.589
ABL1	MBOAT4	1855665	1849691	9606.ENSP00000361423	9606.ENSP00000314196	0	0	0	0	0	0	0	0.589	0.589
US28	ATP10A	10001783	1853426	10359.US28_HCMVM	9606.ENSP00000349325	0	0	0	0	0	0	0	0.589	0.589
US28	ATP13A1	10001783	1853506	10359.US28_HCMVM	9606.ENSP00000349877	0	0	0	0	0	0	0	0.589	0.589
US28	ATP8B4	10001783	1846911	10359.US28_HCMVM	9606.ENSP00000284509	0	0	0	0	0	0	0	0.589	0.589
SRC	LILRB1	1853652	1849833	9606.ENSP00000350941	9606.ENSP00000315997	0	0	0	0	0	0	0	0.589	0.589
US28	ATP1A3	10001783	1848401	10359.US28_HCMVM	9606.ENSP00000302397	0	0	0	0	0	0	0	0.589	0.589
US28	ATP11C	10001783	1851512	10359.US28_HCMVM	9606.ENSP00000332756	0	0	0	0	0	0	0	0.589	0.589
UL69	NUP62	10001646	1848740	10359.ICP27_HCMVM	9606.ENSP00000305503	0	0	0	0	0	0	0	0.588	0.589
SRPK2	SRSF3	1858113	1855976	9606.ENSP00000377262	9606.ENSP00000362820	0	0	0	0	0	0.359	0	0.385	0.589
CASP3	IRS1	1849375	1848682	9606.ENSP00000311032	9606.ENSP00000304895	0	0	0	0	0	0	0	0.589	0.589
REL	AKT1	1847519	1846136	9606.ENSP00000295025	9606.ENSP00000270202	0	0	0	0	0.054	0	0	0.583	0.588
ADRBK1	IRS1	1849510	1848682	9606.ENSP00000312262	9606.ENSP00000304895	0	0	0	0	0.102	0	0	0.559	0.588
TLR4	REL	1856025	1847519	9606.ENSP00000363089	9606.ENSP00000295025	0	0	0	0	0.107	0.071	0	0.543	0.588
gB	TLR6	10001638	1857458	10359.GB_HCMVM	9606.ENSP00000371376	0	0	0	0	0	0	0	0.588	0.588
HOPX	MPO	1862705	1843011	9606.ENSP00000450527	9606.ENSP00000225275	0	0	0	0	0	0.053	0	0.582	0.588
PABPC4	EIF4A2	1855774	1850828	9606.ENSP00000361949	9606.ENSP00000326381	0	0	0	0	0.201	0.145	0	0.445	0.588
RAB25	MYH14	1854111	1845102	9606.ENSP00000354376	9606.ENSP00000262269	0	0	0	0	0.055	0.478	0	0.232	0.588
CD289	GAPDH	1861300	1843185	9606.ENSP00000417517	9606.ENSP00000229239	0	0	0	0	0.052	0.069	0	0.571	0.588
TUBA1A	ACTG2	1848244	1847542	9606.ENSP00000301071	9606.ENSP00000295137	0	0	0	0	0.097	0.190	0	0.482	0.588
TLR9	GAPDH	1854047	1843185	9606.ENSP00000353874	9606.ENSP00000229239	0	0	0	0	0.052	0.069	0	0.571	0.588
ATP12A	CFTR	1842709	1842118	9606.ENSP00000218548	9606.ENSP00000003084	0	0	0	0	0.053	0.081	0	0.565	0.588
CDH1	RPS6KB1	1844988	1843035	9606.ENSP00000261769	9606.ENSP00000225577	0	0	0	0	0	0	0	0.588	0.588
GRK5	TP53	1858049	1846083	9606.ENSP00000376609	9606.ENSP00000269305	0	0	0	0	0	0	0	0.587	0.587
HSP90AB1	MYO5B	1850780	1846944	9606.ENSP00000325875	9606.ENSP00000285039	0	0	0	0	0.054	0.543	0	0.122	0.587
MYO5A	HSP90AA1	1858703	1851814	9606.ENSP00000382177	9606.ENSP00000335153	0	0	0	0	0.054	0.543	0	0.122	0.587
HPGDS	HMOX1	1847557	1842546	9606.ENSP00000295256	9606.ENSP00000216117	0	0	0	0	0	0	0	0.587	0.587
DDX17	SRSF3	1858423	1855976	9606.ENSP00000380033	9606.ENSP00000362820	0	0	0	0	0.084	0.503	0	0.165	0.587
MYO5A	HSP90AB1	1858703	1850780	9606.ENSP00000382177	9606.ENSP00000325875	0	0	0	0	0.054	0.543	0	0.122	0.587
TLR4	FGF2	1856025	1845559	9606.ENSP00000363089	9606.ENSP00000264498	0	0	0	0	0.057	0	0	0.580	0.587
LRRK2	RPS6KB1	1848005	1843035	9606.ENSP00000298910	9606.ENSP00000225577	0	0	0	0.622	0.056	0.500	0	0.452	0.587
HSP90AB1	MYO5C	1850780	1845003	9606.ENSP00000325875	9606.ENSP00000261839	0	0	0	0	0.054	0.543	0	0.122	0.587
HRAS	CDC25A	1849235	1848560	9606.ENSP00000309845	9606.ENSP00000303706	0	0	0	0	0.048	0.396	0	0.340	0.587
HSP90AA1	MYO5C	1851814	1845003	9606.ENSP00000335153	9606.ENSP00000261839	0	0	0	0	0.054	0.543	0	0.122	0.587
ULBP3	NCR3	1854569	1852562	9606.ENSP00000356308	9606.ENSP00000342156	0	0	0	0	0	0	0	0.587	0.587
HSP90AA1	MYO5B	1851814	1846944	9606.ENSP00000335153	9606.ENSP00000285039	0	0	0	0	0.054	0.543	0	0.122	0.587
CALM1	TSC2	1853445	1842755	9606.ENSP00000349467	9606.ENSP00000219476	0	0	0	0	0	0.376	0	0.364	0.587
ADCY10	MYH14	1854672	1845102	9606.ENSP00000356825	9606.ENSP00000262269	0	0	0	0	0.290	0	0	0.441	0.586
KRAS	ACTA2	1844404	1843003	9606.ENSP00000256078	9606.ENSP00000224784	0	0	0	0	0	0.100	0	0.558	0.586
ISG15	TLR3	1857024	1847791	9606.ENSP00000368699	9606.ENSP00000296795	0	0	0	0	0.054	0.097	0	0.554	0.586
ALB	KRAS	1847637	1844404	9606.ENSP00000295897	9606.ENSP00000256078	0	0	0	0	0	0	0	0.586	0.586
ATP4A	CFTR	1845183	1842118	9606.ENSP00000262623	9606.ENSP00000003084	0	0	0	0	0.053	0.081	0	0.563	0.586
SLC11A1	MAPK1	1843344	1842512	9606.ENSP00000233202	9606.ENSP00000215832	0	0	0	0	0.048	0	0	0.583	0.586
UL69	NUP62CL	10001646	1855684	10359.ICP27_HCMVM	9606.ENSP00000361544	0	0	0	0	0	0	0	0.586	0.586
H2AFX	EGFR	1856252	1846445	9606.ENSP00000364310	9606.ENSP00000275493	0	0	0	0	0	0.326	0	0.411	0.586
LILRB2	IL10RA	1857946	1843125	9606.ENSP00000375629	9606.ENSP00000227752	0	0	0	0	0.532	0	0	0.151	0.586
RPS6KA4	FOS	1851640	1848822	9606.ENSP00000333896	9606.ENSP00000306245	0	0	0	0	0.057	0.344	0	0.384	0.586
HLA-G	TGFB1	1853986	1842869	9606.ENSP00000353472	9606.ENSP00000221930	0	0	0	0	0	0	0	0.586	0.586
CALM2	CSNK2A2	1846243	1845161	9606.ENSP00000272298	9606.ENSP00000262506	0	0	0	0	0.055	0.084	0	0.560	0.586
ALB	TNC	1847637	1845696	9606.ENSP00000295897	9606.ENSP00000265131	0	0	0	0	0.072	0	0	0.572	0.585
ATP2C2	SLC11A1	1845141	1843344	9606.ENSP00000262429	9606.ENSP00000233202	0.071	0	0	0	0.045	0.516	0	0.148	0.585
ATP2A3	SLC11A1	1853936	1843344	9606.ENSP00000353072	9606.ENSP00000233202	0.071	0	0	0	0.045	0.516	0	0.148	0.585
DDX41	CASP3	1861573	1849375	9606.ENSP00000422753	9606.ENSP00000311032	0	0	0	0	0	0	0	0.585	0.585
XPO1	DDX39B	1858987	1858372	9606.ENSP00000384863	9606.ENSP00000379475	0	0	0	0	0.073	0	0	0.571	0.585
LRRK2	RPS6KA6	1848005	1845209	9606.ENSP00000298910	9606.ENSP00000262752	0	0	0	0.613	0.056	0.500	0	0.431	0.585
MYC	H2AFZ	1856789	1847723	9606.ENSP00000367207	9606.ENSP00000296417	0	0	0	0	0	0.095	0	0.560	0.585
